,cases,municipality,state
228,24,SK Wuppertal,Nordrhein-Westfalen
229,31,LK Leipzig,Sachsen
230,8,LK Rendsburg-Eckernförde,Schleswig-Holstein
231,4,SK Koblenz,Rheinland-Pfalz
232,7,LK Bernkastel-Wittlich,Rheinland-Pfalz
233,5,LK Germersheim,Rheinland-Pfalz
234,16,LK Stormarn,Schleswig-Holstein
235,24,LK Westerwaldkreis,Rheinland-Pfalz
236,33,SK Mainz,Rheinland-Pfalz
237,12,LK Nordsachsen,Sachsen
238,5,LK Neunkirchen,Saarland
239,6,LK Anhalt-Bitterfeld,Sachsen-Anhalt
240,23,LK Meißen,Sachsen
241,4,LK Börde,Sachsen-Anhalt
242,1,SK Neumünster,Schleswig-Holstein
243,1,SK Speyer,Rheinland-Pfalz
244,0,LK Wittenberg,Sachsen-Anhalt
245,11,LK Eichsfeld,Thüringen
246,5,SK Dessau-Roßlau,Sachsen-Anhalt
247,15,LK Gotha,Thüringen
248,7,LK Burgenlandkreis,Sachsen-Anhalt
249,8,LK Mansfeld-Südharz,Sachsen-Anhalt
250,23,LK Herzogtum Lauenburg,Schleswig-Holstein
251,16,SK Magdeburg,Sachsen-Anhalt
252,7,LK Pinneberg,Schleswig-Holstein
253,11,SK Worms,Rheinland-Pfalz
254,8,LK Greiz,Thüringen
255,22,LK Hildburghausen,Thüringen
256,23,LK Saarlouis,Saarland
257,-3,LK Saale-Holzland-Kreis,Thüringen
258,4,SK Flensburg,Schleswig-Holstein
259,10,LK Sömmerda,Thüringen
260,8,LK Saarpfalz-Kreis,Saarland
261,21,LK Schmalkalden-Meiningen,Thüringen
262,2,SK Gera,Thüringen
263,8,LK Unstrut-Hainich-Kreis,Thüringen
264,4,SK Eisenach,Thüringen
265,11,LK Sonneberg,Thüringen
266,11,LK Mittelsachsen,Sachsen
267,7,SK Jena,Thüringen
268,16,LK Sächsische Schweiz-Osterzgebirge,Sachsen
269,20,LK Zwickau,Sachsen
270,7,SK Suhl,Thüringen
271,44,SK Leipzig,Sachsen
272,19,SK Karlsruhe,Baden-Württemberg
273,5,LK Altmarkkreis Salzwedel,Sachsen-Anhalt
274,12,SK Halle,Sachsen-Anhalt
275,2,LK Freyung-Grafenau,Bayern
276,9,LK Ostholstein,Schleswig-Holstein
277,9,LK Fürth,Bayern
278,2,LK Steinburg,Schleswig-Holstein
279,35,LK Günzburg,Bayern
280,10,SK Kiel,Schleswig-Holstein
281,16,LK Saalfeld-Rudolstadt,Thüringen
282,12,LK Haßberge,Bayern
283,10,LK Kronach,Bayern
284,4,LK Lindau,Bayern
285,18,LK München,Bayern
286,-1,LK Tirschenreuth,Bayern
287,9,SK Coburg,Bayern
288,0,SK Passau,Bayern
289,10,SK Erfurt,Thüringen
290,4,SK Würzburg,Bayern
291,27,SK Berlin Pankow,Berlin
292,18,SK Berlin Treptow-Köpenick,Berlin
293,1,LK Oder-Spree,Brandenburg
294,3,LK Teltow-Fläming,Brandenburg
295,3,LK Uckermark,Brandenburg
296,76,SK Hamburg,Hamburg
297,42,LK Gießen,Hessen
298,18,LK Hochtaunuskreis,Hessen
299,41,LK Marburg-Biedenkopf,Hessen
300,7,LK Odenwaldkreis,Hessen
301,17,LK Schwalm-Eder-Kreis,Hessen
302,40,SK Kassel,Hessen
303,13,LK Gifhorn,Niedersachsen
304,5,LK Nienburg (Weser),Niedersachsen
305,10,LK Osterholz,Niedersachsen
306,5,LK Wolfenbüttel,Niedersachsen
307,14,SK Braunschweig,Niedersachsen
308,3,SK Wilhelmshaven,Niedersachsen
309,30,LK Lippe,Nordrhein-Westfalen
310,31,LK Siegen-Wittgenstein,Nordrhein-Westfalen
311,24,LK Viersen,Nordrhein-Westfalen
312,20,LK Warendorf,Nordrhein-Westfalen
313,7,SK Bottrop,Nordrhein-Westfalen
314,28,SK Duisburg,Nordrhein-Westfalen
315,39,SK Hagen,Nordrhein-Westfalen
316,10,LK Ahrweiler,Rheinland-Pfalz
317,3,LK Cochem-Zell,Rheinland-Pfalz
318,10,LK Kaiserslautern,Rheinland-Pfalz
319,6,LK Neuwied,Rheinland-Pfalz
320,0,LK Rhein-Hunsrück-Kreis,Rheinland-Pfalz
321,6,LK Südwestpfalz,Rheinland-Pfalz
322,4,LK Sankt Wendel,Saarland
323,41,LK Erzgebirgskreis,Sachsen
324,5,LK Jerichower Land,Sachsen-Anhalt
325,23,LK Salzlandkreis,Sachsen-Anhalt
326,4,LK Schleswig-Flensburg,Schleswig-Holstein
327,3,SK Lübeck,Schleswig-Holstein
328,15,LK Ilm-Kreis,Thüringen
329,9,LK Kyffhäuserkreis,Thüringen
330,6,LK Nordhausen,Thüringen
331,13,LK Saale-Orla-Kreis,Thüringen
332,30,LK Wartburgkreis,Thüringen
333,2,SK Weimar,Thüringen
334,8,LK Emmendingen,Baden-Württemberg
335,12,LK Hohenlohekreis,Baden-Württemberg
336,7,LK Lörrach,Baden-Württemberg
337,31,LK Ostalbkreis,Baden-Württemberg
338,27,LK Rhein-Neckar-Kreis,Baden-Württemberg
339,10,LK Waldshut,Baden-Württemberg
340,6,SK Freiburg i.Breisgau,Baden-Württemberg
341,55,SK Stuttgart,Baden-Württemberg
342,7,LK Ansbach,Bayern
343,20,LK Augsburg,Bayern
344,10,LK Bad Tölz-Wolfratshausen,Bayern
345,12,LK Deggendorf,Bayern
346,14,LK Dillingen a.d.Donau,Bayern
347,17,LK Eichstätt,Bayern
348,3,LK Hof,Bayern
349,7,LK Kelheim,Bayern
350,4,LK Landsberg a.Lech,Bayern
351,30,LK Neu-Ulm,Bayern
352,8,LK Nürnberger Land,Bayern
353,17,LK Regensburg,Bayern
354,19,LK Weilheim-Schongau,Bayern
355,4,LK Weißenburg-Gunzenhausen,Bayern
356,3,SK Aschaffenburg,Bayern
357,28,SK Nürnberg,Bayern
358,12,SK Schweinfurt,Bayern
359,7,SK Berlin Lichtenberg,Berlin
360,-51,SK Berlin Neukölln,Berlin
361,6,SK Berlin Steglitz-Zehlendorf,Berlin
362,0,LK Ostprignitz-Ruppin,Brandenburg
363,6,LK Spree-Neiße,Brandenburg
364,7,SK Cottbus,Brandenburg
365,41,LK Bergstraße,Hessen
366,28,LK Darmstadt-Dieburg,Hessen
367,24,LK Limburg-Weilburg,Hessen
368,27,LK Rheingau-Taunus-Kreis,Hessen
369,13,SK Darmstadt,Hessen
370,51,SK Wiesbaden,Hessen
371,1,LK Celle,Niedersachsen
372,2,LK Friesland,Niedersachsen
373,5,LK Lüchow-Dannenberg,Niedersachsen
374,3,LK Rotenburg (Wümme),Niedersachsen
375,12,LK Stade,Niedersachsen
376,1,LK Uelzen,Niedersachsen
377,1,LK Wittmund,Niedersachsen
378,9,SK Osnabrück,Niedersachsen
379,37,LK Borken,Nordrhein-Westfalen
380,19,LK Ennepe-Ruhr-Kreis,Nordrhein-Westfalen
381,23,LK Hochsauerlandkreis,Nordrhein-Westfalen
382,4,LK Minden-Lübbecke,Nordrhein-Westfalen
383,33,LK Olpe,Nordrhein-Westfalen
384,25,LK Unna,Nordrhein-Westfalen
385,26,SK Bonn,Nordrhein-Westfalen
386,34,SK Leverkusen,Nordrhein-Westfalen
387,3,SK Oberhausen,Nordrhein-Westfalen
388,8,LK Bad Kreuznach,Rheinland-Pfalz
389,7,LK Rhein-Lahn-Kreis,Rheinland-Pfalz
390,12,LK Trier-Saarburg,Rheinland-Pfalz
391,16,SK Ludwigshafen,Rheinland-Pfalz
392,40,LK Bautzen,Sachsen
393,1,LK Vogtlandkreis,Sachsen
394,9,LK Dithmarschen,Schleswig-Holstein
395,6,LK Segeberg,Schleswig-Holstein
396,19,LK Altenburger Land,Thüringen
397,5,LK Weimarer Land,Thüringen
