,cases,municipality,state
202,3,LK Altmarkkreis Salzwedel,Sachsen-Anhalt
203,4,SK Halle,Sachsen-Anhalt
204,-1,LK Sonneberg,Thüringen
205,2,SK Kiel,Schleswig-Holstein
206,22,LK Ravensburg,Baden-Württemberg
207,3,LK Saalfeld-Rudolstadt,Thüringen
208,-1,LK Reutlingen,Baden-Württemberg
209,16,LK Rottweil,Baden-Württemberg
210,3,SK Karlsruhe,Baden-Württemberg
211,4,LK Freyung-Grafenau,Bayern
212,6,LK Fürth,Bayern
213,13,LK Günzburg,Bayern
214,3,LK Haßberge,Bayern
215,7,LK Kronach,Bayern
216,1,LK Lindau,Bayern
217,3,LK München,Bayern
218,12,SK Würzburg,Bayern
219,3,LK Oder-Spree,Brandenburg
220,7,LK Teltow-Fläming,Brandenburg
221,21,SK Hamburg,Hamburg
222,1,LK Gießen,Hessen
223,2,LK Marburg-Biedenkopf,Hessen
224,2,SK Kassel,Hessen
225,5,LK Gifhorn,Niedersachsen
226,1,LK Nienburg (Weser),Niedersachsen
227,1,LK Siegen-Wittgenstein,Nordrhein-Westfalen
228,6,LK Viersen,Nordrhein-Westfalen
229,6,LK Warendorf,Nordrhein-Westfalen
230,22,SK Duisburg,Nordrhein-Westfalen
231,12,SK Hagen,Nordrhein-Westfalen
232,1,LK Ahrweiler,Rheinland-Pfalz
233,7,LK Neuwied,Rheinland-Pfalz
234,6,LK Sankt Wendel,Saarland
235,8,LK Erzgebirgskreis,Sachsen
236,1,LK Salzlandkreis,Sachsen-Anhalt
237,2,LK Schleswig-Flensburg,Schleswig-Holstein
238,4,LK Ilm-Kreis,Thüringen
239,2,LK Nordhausen,Thüringen
240,1,LK Wartburgkreis,Thüringen
