,cases,municipality,state
0,52,LK Alb-Donau-Kreis,Baden-Württemberg
1,69,LK Biberach,Baden-Württemberg
2,71,LK Böblingen,Baden-Württemberg
3,68,LK Bodenseekreis,Baden-Württemberg
4,35,LK Breisgau-Hochschwarzwald,Baden-Württemberg
5,59,LK Calw,Baden-Württemberg
6,26,LK Emmendingen,Baden-Württemberg
7,49,LK Enzkreis,Baden-Württemberg
8,138,LK Esslingen,Baden-Württemberg
9,21,LK Freudenstadt,Baden-Württemberg
10,89,LK Göppingen,Baden-Württemberg
11,40,LK Heidenheim,Baden-Württemberg
12,153,LK Heilbronn,Baden-Württemberg
13,63,LK Hohenlohekreis,Baden-Württemberg
14,67,LK Karlsruhe,Baden-Württemberg
15,37,LK Konstanz,Baden-Württemberg
16,42,LK Lörrach,Baden-Württemberg
17,175,LK Ludwigsburg,Baden-Württemberg
18,11,LK Main-Tauber-Kreis,Baden-Württemberg
19,46,LK Neckar-Odenwald-Kreis,Baden-Württemberg
20,107,LK Ortenaukreis,Baden-Württemberg
21,80,LK Ostalbkreis,Baden-Württemberg
22,52,LK Rastatt,Baden-Württemberg
23,88,LK Ravensburg,Baden-Württemberg
24,104,LK Rems-Murr-Kreis,Baden-Württemberg
25,55,LK Reutlingen,Baden-Württemberg
26,138,LK Rhein-Neckar-Kreis,Baden-Württemberg
27,50,LK Rottweil,Baden-Württemberg
28,75,LK Schwäbisch Hall,Baden-Württemberg
29,113,LK Schwarzwald-Baar-Kreis,Baden-Württemberg
30,27,LK Sigmaringen,Baden-Württemberg
31,57,LK Tübingen,Baden-Württemberg
32,59,LK Tuttlingen,Baden-Württemberg
33,78,LK Waldshut,Baden-Württemberg
34,80,LK Zollernalbkreis,Baden-Württemberg
35,16,SK Baden-Baden,Baden-Württemberg
36,60,SK Freiburg i.Breisgau,Baden-Württemberg
37,16,SK Heidelberg,Baden-Württemberg
38,39,SK Heilbronn,Baden-Württemberg
39,44,SK Karlsruhe,Baden-Württemberg
40,86,SK Mannheim,Baden-Württemberg
41,16,SK Pforzheim,Baden-Württemberg
42,260,SK Stuttgart,Baden-Württemberg
43,58,SK Ulm,Baden-Württemberg
44,24,LK Aichach-Friedberg,Bayern
45,30,LK Altötting,Bayern
46,20,LK Amberg-Sulzbach,Bayern
47,77,LK Ansbach,Bayern
48,42,LK Aschaffenburg,Bayern
49,48,LK Augsburg,Bayern
50,39,LK Bad Kissingen,Bayern
51,13,LK Bad Tölz-Wolfratshausen,Bayern
52,32,LK Bamberg,Bayern
53,14,LK Bayreuth,Bayern
54,8,LK Berchtesgadener Land,Bayern
55,16,LK Cham,Bayern
56,42,LK Coburg,Bayern
57,48,LK Dachau,Bayern
58,24,LK Deggendorf,Bayern
59,10,LK Dillingen a.d.Donau,Bayern
60,40,LK Dingolfing-Landau,Bayern
61,23,LK Donau-Ries,Bayern
62,23,LK Eichstätt,Bayern
63,43,LK Erding,Bayern
64,30,LK Erlangen-Höchstadt,Bayern
65,5,LK Forchheim,Bayern
66,35,LK Freising,Bayern
67,14,LK Freyung-Grafenau,Bayern
68,18,LK Fürstenfeldbruck,Bayern
69,30,LK Fürth,Bayern
70,24,LK Garmisch-Partenkirchen,Bayern
71,43,LK Günzburg,Bayern
72,38,LK Haßberge,Bayern
73,24,LK Hof,Bayern
74,35,LK Kelheim,Bayern
75,21,LK Kronach,Bayern
76,18,LK Kulmbach,Bayern
77,14,LK Landsberg a.Lech,Bayern
78,40,LK Landshut,Bayern
79,38,LK Lichtenfels,Bayern
80,9,LK Lindau,Bayern
81,20,LK Main-Spessart,Bayern
82,27,LK Miesbach,Bayern
83,21,LK Miltenberg,Bayern
84,19,LK Mühldorf a.Inn,Bayern
85,45,LK München,Bayern
86,16,LK Neuburg-Schrobenhausen,Bayern
87,36,LK Neumarkt i.d.OPf.,Bayern
88,18,LK Neustadt a.d.Aisch-Bad Windsheim,Bayern
89,7,LK Neustadt a.d.Waldnaab,Bayern
90,59,LK Neu-Ulm,Bayern
91,39,LK Nürnberger Land,Bayern
92,55,LK Oberallgäu,Bayern
93,44,LK Ostallgäu,Bayern
94,44,LK Passau,Bayern
95,29,LK Pfaffenhofen a.d.Ilm,Bayern
96,16,LK Regen,Bayern
97,100,LK Regensburg,Bayern
